Crash_Ref_Number,Crash_Severity,Crash_Year,Crash_Month,Crash_Day_Of_Week,Crash_Hour,Crash_Nature,Crash_Type,Crash_Longitude,Crash_Latitude,Crash_Street,Crash_Street_Intersecting,State_Road_Name,Loc_Suburb,Loc_Local_Government_Area,Loc_Post_Code,Loc_Police_Division,Loc_Police_District,Loc_Police_Region,Loc_Queensland_Transport_Region,Loc_Main_Roads_Region,Loc_ABS_Statistical_Area_2,Loc_ABS_Statistical_Area_3,Loc_ABS_Statistical_Area_4,Loc_ABS_Remoteness,Loc_State_Electorate,Loc_Federal_Electorate,Crash_Controlling_Authority,Crash_Roadway_Feature,Crash_Traffic_Control,Crash_Speed_Limit,Crash_Road_Surface_Condition,Crash_Atmospheric_Condition,Crash_Lighting_Condition,Crash_Road_Horiz_Align,Crash_Road_Vert_Align,Crash_DCA_Code,Crash_DCA_Description,Crash_DCA_Group_Description,DCA_Key_Approach_Dir,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_Total,Count_Unit_Car,Count_Unit_Motorcycle_Moped,Count_Unit_Truck,Count_Unit_Bus,Count_Unit_Bicycle,Count_Unit_Pedestrian,Count_Unit_Other
365975,Minor injury,2019,September,Tuesday,8,Angle,Multi-Vehicle,153.016244665553,-27.4746334121107,Merivale St,Unknown,,South Brisbane,Brisbane City,4101,West End,South Brisbane,Brisbane,SEQ South,Metropolitan,South Brisbane,Brisbane Inner,Brisbane Inner City,Major Cities,South Brisbane,Griffith,Locally-controlled,Intersection - Cross,Stop sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,101.0,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,E,0,0,0,1,1,2,0,0,0,0,0,0
365976,Minor injury,2019,September,Tuesday,12,Rear-end,Multi-Vehicle,153.036007030669,-27.488598446205,Hawthorne St,Ipswich Rd,,Woolloongabba,Brisbane City,4102,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Woolloongabba,Holland Park - Yeronga,Brisbane - South,Major Cities,South Brisbane,Griffith,Locally-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,302.0,Veh'S Same Direction: Left Rear,Rear-end,E,0,0,0,1,1,2,0,0,0,0,0,0
365977,Medical treatment,2019,September,Thursday,8,Sideswipe,Multi-Vehicle,153.035735033791,-27.464096445984,Story Bridge,Unknown,,Kangaroo Point,Brisbane City,4169,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Kangaroo Point,Brisbane Inner,Brisbane Inner City,Major Cities,South Brisbane,Griffith,Locally-controlled,Bridge/Causeway,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,306.0,Veh'S Same Direction: Lane Change Right,Lane changes,N,0,0,1,0,1,1,1,0,0,0,0,0
365978,Medical treatment,2019,September,Saturday,7,Angle,Multi-Vehicle,153.031324902782,-27.4837641646966,South East Arterial Rd,Unknown,South-East Arterial Road (Pacific Motorway),Kangaroo Point,Brisbane City,4169,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Kangaroo Point,Brisbane Inner,Brisbane Inner City,Major Cities,South Brisbane,Griffith,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Wet,Raining,Daylight,Curved - view open,Level,300.0,Veh'S Same Direction: Other,Other,S,0,0,1,0,1,2,0,0,0,0,0,0
365979,Hospitalisation,2019,September,Saturday,21,Hit pedestrian,Hit pedestrian,153.03580803162,-27.4812394461268,Baines St,Main St,,Kangaroo Point,Brisbane City,4169,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Kangaroo Point,Brisbane Inner,Brisbane Inner City,Major Cities,South Brisbane,Griffith,Locally-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,3.0,Ped'N: Far Side Vehicle Hit From Left,Pedestrian,S,0,1,0,0,1,1,0,0,0,0,1,0
365980,Minor injury,2019,September,Sunday,4,Hit object,Single Vehicle,153.035663032245,-27.4764104460741,Main St,River Tce,,Kangaroo Point,Brisbane City,4169,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Kangaroo Point,Brisbane Inner,Brisbane Inner City,Major Cities,South Brisbane,Griffith,Locally-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,708.0,Off Path-Straight: Mounts Traffic Island,Off carriageway on straight hit object,N,0,0,0,1,1,1,0,0,0,0,0,0
365981,Hospitalisation,2019,September,Friday,13,Rear-end,Multi-Vehicle,153.03831302945,-27.4962864464973,South East Arterial Rd,Unknown,South-East Arterial Road (Pacific Motorway),Woolloongabba,Brisbane City,4102,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Woolloongabba,Holland Park - Yeronga,Brisbane - South,Major Cities,South Brisbane,Griffith,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301.0,Veh'S Same Direction: Rear End,Rear-end,E,0,1,1,4,6,4,0,0,0,0,0,0
365982,Medical treatment,2019,September,Saturday,11,Rear-end,Multi-Vehicle,153.025556030887,-27.4957624452123,Gladstone Rd,T J Doyle Memorial Park Dr,,Dutton Park,Brisbane City,4102,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Fairfield - Dutton Park,Holland Park - Yeronga,Brisbane - South,Major Cities,South Brisbane,Griffith,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Dip,303.0,Veh'S Same Direction: Right Rear,Rear-end,E,0,0,1,0,1,2,0,0,0,0,0,0
365983,Medical treatment,2019,September,Monday,16,Rear-end,Multi-Vehicle,153.035528499174,-27.4929280711911,South East Arterial Rd,Unknown,South-East Arterial Road (Pacific Motorway),Woolloongabba,Brisbane City,4102,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Woolloongabba,Holland Park - Yeronga,Brisbane - South,Major Cities,South Brisbane,Griffith,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301.0,Veh'S Same Direction: Rear End,Rear-end,U,0,0,1,1,2,3,0,0,0,0,0,0
365984,Medical treatment,2019,October,Tuesday,18,Rear-end,Multi-Vehicle,153.035515874177,-27.4929154461898,South East Arterial Rd,Unknown,South-East Arterial Road (Pacific Motorway),Woolloongabba,Brisbane City,4102,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Woolloongabba,Holland Park - Yeronga,Brisbane - South,Major Cities,South Brisbane,Griffith,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,301.0,Veh'S Same Direction: Rear End,Rear-end,E,0,0,1,0,1,2,0,0,0,0,0,0
365985,Medical treatment,2019,October,Tuesday,8,Rear-end,Multi-Vehicle,153.040176030654,-27.4851704465966,Vulture St,Wellington Rd,,East Brisbane,Brisbane City,4169,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,East Brisbane,Brisbane Inner - East,Brisbane Inner City,Major Cities,South Brisbane,Griffith,Locally-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301.0,Veh'S Same Direction: Rear End,Rear-end,E,0,0,1,0,1,2,0,0,0,0,0,0
365986,Medical treatment,2019,October,Wednesday,16,Angle,Multi-Vehicle,153.043646030216,-27.4856884469492,Fisher St,Vulture St East,,East Brisbane,Brisbane City,4169,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,East Brisbane,Brisbane Inner - East,Brisbane Inner City,Major Cities,South Brisbane,Griffith,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,306.0,Veh'S Same Direction: Lane Change Right,Lane changes,E,0,0,1,0,1,2,0,0,0,0,0,0
365987,Hospitalisation,2019,October,Friday,6,Hit parked vehicle,Single Vehicle,153.029976031393,-27.4879954455946,Catherine St,Unknown,,Woolloongabba,Brisbane City,4102,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Woolloongabba,Holland Park - Yeronga,Brisbane - South,Major Cities,South Brisbane,Griffith,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Crest,604.0,Veh'S On Path: Car Door,Hit parked vehicle,P,0,1,0,0,1,2,1,0,0,0,0,0
365988,Minor injury,2019,October,Wednesday,14,Rear-end,Multi-Vehicle,153.036031030669,-27.4885814462072,Hawthorne St,Ipswich Rd,,Woolloongabba,Brisbane City,4102,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Woolloongabba,Holland Park - Yeronga,Brisbane - South,Major Cities,South Brisbane,Griffith,Locally-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301.0,Veh'S Same Direction: Rear End,Rear-end,S,0,0,0,1,1,2,0,0,0,0,0,0
365989,Hospitalisation,2019,October,Monday,7,Hit object,Single Vehicle,153.021789033395,-27.4790974447024,Ernest St,Grey St,,South Brisbane,Brisbane City,4101,West End,South Brisbane,Brisbane,SEQ South,Metropolitan,South Brisbane,Brisbane Inner,Brisbane Inner City,Major Cities,South Brisbane,Griffith,Locally-controlled,Intersection - Roundabout,Give way sign,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,703.0,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,W,0,1,0,0,1,0,1,0,0,0,0,0
365990,Medical treatment,2019,October,Tuesday,17,Angle,Multi-Vehicle,153.037695029007,-27.5003204464671,Carl St,Tottenham St,,Woolloongabba,Brisbane City,4102,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Woolloongabba,Holland Park - Yeronga,Brisbane - South,Major Cities,South Brisbane,Griffith,Locally-controlled,Intersection - T-Junction,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,202.0,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,S,0,0,1,1,2,2,0,0,0,0,0,0
365991,Hospitalisation,2019,October,Wednesday,12,Hit pedestrian,Hit pedestrian,153.017468467661,-27.4727396722186,Grey St,Unknown,,South Brisbane,Brisbane City,4101,West End,South Brisbane,Brisbane,SEQ South,Metropolitan,South Brisbane,Brisbane Inner,Brisbane Inner City,Major Cities,South Brisbane,Griffith,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,1.0,Ped'N: Near Side Vehicle Hit From Right,Pedestrian,N,0,1,0,0,1,0,0,0,1,0,1,0
365992,Medical treatment,2019,October,Friday,8,Rear-end,Multi-Vehicle,153.032717031019,-27.4886234458748,South East Arterial Rd,Unknown,South-East Arterial Road (Pacific Motorway),Woolloongabba,Brisbane City,4102,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Woolloongabba,Holland Park - Yeronga,Brisbane - South,Major Cities,South Brisbane,Griffith,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301.0,Veh'S Same Direction: Rear End,Rear-end,N,0,0,1,0,1,2,0,0,0,0,0,0
365993,Medical treatment,2019,October,Friday,15,Rear-end,Multi-Vehicle,153.039889028888,-27.4993994466802,South East Arterial Rd,Unknown,South-East Arterial Road (Pacific Motorway),Woolloongabba,Brisbane City,4102,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Woolloongabba,Holland Park - Yeronga,Brisbane - South,Major Cities,South Brisbane,Griffith,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,301.0,Veh'S Same Direction: Rear End,Rear-end,S,0,0,1,0,1,4,0,0,0,0,0,0
365994,Medical treatment,2019,October,Monday,14,Sideswipe,Multi-Vehicle,153.034644030061,-27.4945734461153,Ipswich Rd,Reis St,,Woolloongabba,Brisbane City,4102,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Woolloongabba,Holland Park - Yeronga,Brisbane - South,Major Cities,South Brisbane,Griffith,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,309.0,Veh'S Same Direction: Left Turn S/Swipe,Parallel lanes turning,E,0,0,1,0,1,2,0,0,0,0,0,0
365995,Medical treatment,2019,October,Tuesday,5,Sideswipe,Multi-Vehicle,153.019731032934,-27.4845044445386,Blakeney St,Gladstone Rd,,Highgate Hill,Brisbane City,4101,West End,South Brisbane,Brisbane,SEQ South,Metropolitan,South Brisbane,Brisbane Inner,Brisbane Inner City,Major Cities,South Brisbane,Griffith,Locally-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,309.0,Veh'S Same Direction: Left Turn S/Swipe,Parallel lanes turning,W,0,0,1,0,1,1,0,0,0,1,0,0
365996,Medical treatment,2019,October,Tuesday,10,Rear-end,Multi-Vehicle,153.046417029613,-27.4881074472467,Stanley St East,Withington St,,East Brisbane,Brisbane City,4169,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,East Brisbane,Brisbane Inner - East,Brisbane Inner City,Major Cities,South Brisbane,Griffith,Locally-controlled,Intersection - Cross,Pedestrian crossing sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301.0,Veh'S Same Direction: Rear End,Rear-end,W,0,0,1,0,1,2,0,0,0,0,0,0
365997,Hospitalisation,2019,October,Friday,16,Sideswipe,Multi-Vehicle,153.039595299945,-27.4992011666491,Pacific Hwy,Unknown,South-East Arterial Road (Pacific Motorway),Woolloongabba,Brisbane City,4102,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Woolloongabba,Holland Park - Yeronga,Brisbane - South,Major Cities,South Brisbane,Griffith,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,307.0,Veh'S Same Direction: Lane Change Left,Lane changes,N,0,1,0,1,2,2,0,0,0,0,0,0
365998,Medical treatment,2019,October,Monday,10,Angle,Multi-Vehicle,153.041992030171,-27.487453446797,Lisburn St,Stanley St East,,East Brisbane,Brisbane City,4169,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,East Brisbane,Brisbane Inner - East,Brisbane Inner City,Major Cities,South Brisbane,Griffith,Locally-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,102.0,Veh'S Adjacent Approach: Right-Thru,Intersection from adjacent approaches,S,0,0,1,0,1,2,0,0,0,0,0,0
365999,Medical treatment,2019,October,Wednesday,14,Angle,Multi-Vehicle,153.03824202931,-27.4974564464994,Carl St,O'Keefe St,,Woolloongabba,Brisbane City,4102,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Woolloongabba,Holland Park - Yeronga,Brisbane - South,Major Cities,South Brisbane,Griffith,Locally-controlled,Intersection - T-Junction,Stop sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,104.0,Veh'S Adjacent Approach: Thru-Right,Intersection from adjacent approaches,W,0,0,2,0,2,2,0,0,0,0,0,0
366000,Medical treatment,2019,November,Saturday,6,Rear-end,Multi-Vehicle,153.03580803162,-27.4812394461268,Baines St,Main St,,Kangaroo Point,Brisbane City,4169,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Kangaroo Point,Brisbane Inner,Brisbane Inner City,Major Cities,South Brisbane,Griffith,Locally-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301.0,Veh'S Same Direction: Rear End,Rear-end,S,0,0,1,1,2,2,0,0,0,0,0,0
366001,Medical treatment,2019,November,Tuesday,17,Hit object,Single Vehicle,153.035534032429,-27.4750594460504,Main St,Unknown,,Kangaroo Point,Brisbane City,4169,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Kangaroo Point,Brisbane Inner,Brisbane Inner City,Major Cities,South Brisbane,Griffith,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,703.0,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,N,0,0,1,0,1,1,0,0,0,0,0,0
366002,Medical treatment,2019,November,Wednesday,0,Angle,Multi-Vehicle,153.044040030975,-27.4793484469387,Latrobe St,Lytton Rd,,East Brisbane,Brisbane City,4169,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,East Brisbane,Brisbane Inner - East,Brisbane Inner City,Major Cities,South Brisbane,Griffith,Locally-controlled,Intersection - T-Junction,Operating traffic lights,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,202.0,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,E,0,0,1,0,1,2,0,0,0,0,0,0
366003,Hospitalisation,2019,November,Monday,22,Rear-end,Multi-Vehicle,153.035663032245,-27.4764104460741,Main St,River Tce,,Kangaroo Point,Brisbane City,4169,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Kangaroo Point,Brisbane Inner,Brisbane Inner City,Major Cities,South Brisbane,Griffith,Locally-controlled,Intersection - Y-Junction,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,301.0,Veh'S Same Direction: Rear End,Rear-end,S,0,1,0,0,1,2,0,0,0,0,0,0
366004,Medical treatment,2019,November,Tuesday,8,Rear-end,Multi-Vehicle,153.035727431472,-27.4666319630032,Bradfield Hwy,Unknown,,Kangaroo Point,Brisbane City,4169,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Kangaroo Point,Brisbane Inner,Brisbane Inner City,Major Cities,South Brisbane,Griffith,Locally-controlled,Bridge/Causeway,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301.0,Veh'S Same Direction: Rear End,Rear-end,N,0,0,1,0,1,4,0,0,0,0,0,0
366005,Medical treatment,2019,November,Tuesday,16,Angle,Multi-Vehicle,153.027904031481,-27.489057445395,Annerley Rd,Gloucester St,,Woolloongabba,Brisbane City,4102,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Woolloongabba,Holland Park - Yeronga,Brisbane - South,Major Cities,South Brisbane,Griffith,Locally-controlled,Intersection - T-Junction,Stop sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,408.0,Veh'S Manoeuvring: Entering From Footway,Vehicle leaving driveway,N,0,0,1,0,1,1,0,0,0,1,0,0
366006,Hospitalisation,2019,November,Thursday,11,Sideswipe,Multi-Vehicle,153.035650032633,-27.4733454460485,Main St,Unknown,,Kangaroo Point,Brisbane City,4169,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Kangaroo Point,Brisbane Inner,Brisbane Inner City,Major Cities,South Brisbane,Griffith,Locally-controlled,Intersection - Interchange,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,307.0,Veh'S Same Direction: Lane Change Left,Lane changes,N,0,2,0,0,2,1,0,0,0,0,0,1
366007,Hospitalisation,2019,November,Friday,8,Rear-end,Multi-Vehicle,153.035732031969,-27.4785384460978,Main St,Paton St,,Kangaroo Point,Brisbane City,4169,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Kangaroo Point,Brisbane Inner,Brisbane Inner City,Major Cities,South Brisbane,Griffith,Locally-controlled,Intersection - Cross,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,307.0,Veh'S Same Direction: Lane Change Left,Lane changes,S,0,1,0,0,1,1,0,0,1,0,0,0
366008,Medical treatment,2019,November,Friday,18,Hit object,Single Vehicle,153.035870891866,-27.4871569281799,Ipswich Rd,Unknown,,Woolloongabba,Brisbane City,4102,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Woolloongabba,Holland Park - Yeronga,Brisbane - South,Major Cities,South Brisbane,Griffith,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,703.0,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,N,0,0,1,0,1,1,0,0,0,0,0,0
366009,Medical treatment,2019,November,Tuesday,15,Rear-end,Multi-Vehicle,153.03014067315,-27.4818605635627,South East Arterial Rd,Unknown,South-East Arterial Road (Pacific Motorway),Kangaroo Point,Brisbane City,4169,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,South Brisbane,Brisbane Inner,Brisbane Inner City,Major Cities,South Brisbane,Griffith,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301.0,Veh'S Same Direction: Rear End,Rear-end,S,0,0,1,1,2,3,0,0,0,0,0,0
366010,Medical treatment,2019,November,Tuesday,19,Rear-end,Multi-Vehicle,153.035851031414,-27.4828344461437,Main St,Princess St,,Kangaroo Point,Brisbane City,4169,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Kangaroo Point,Brisbane Inner,Brisbane Inner City,Major Cities,South Brisbane,Griffith,Locally-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,302.0,Veh'S Same Direction: Left Rear,Rear-end,S,0,0,1,0,1,2,0,0,0,0,0,0
366011,Hospitalisation,2019,November,Thursday,3,Angle,Multi-Vehicle,153.035890030947,-27.4864954461766,Ipswich Rd,Stanley St,,Woolloongabba,Brisbane City,4102,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Woolloongabba,Holland Park - Yeronga,Brisbane - South,Major Cities,South Brisbane,Griffith,Locally-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,101.0,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,S,0,1,0,0,1,2,0,0,0,0,0,0
366012,Medical treatment,2019,November,Wednesday,10,Rear-end,Multi-Vehicle,153.029507031745,-27.4856024455286,Stanley St,Unknown,,Woolloongabba,Brisbane City,4102,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,South Brisbane,Brisbane Inner,Brisbane Inner City,Major Cities,South Brisbane,Griffith,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301.0,Veh'S Same Direction: Rear End,Rear-end,W,0,0,1,0,1,2,0,0,0,0,0,0
366013,Minor injury,2019,November,Wednesday,15,Hit pedestrian,Hit pedestrian,153.040487030825,-27.483552446615,Princess St,Wellington Rd,,East Brisbane,Brisbane City,4169,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,East Brisbane,Brisbane Inner - East,Brisbane Inner City,Major Cities,South Brisbane,Griffith,Locally-controlled,Intersection - T-Junction,Give way sign,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,1.0,Ped'N: Near Side Vehicle Hit From Right,Pedestrian,E,0,0,0,1,1,1,0,0,0,0,1,0
366014,Hospitalisation,2019,November,Friday,18,Sideswipe,Multi-Vehicle,153.035511030478,-27.4905314461704,Ipswich Rd,Unknown,,Woolloongabba,Brisbane City,4102,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Woolloongabba,Holland Park - Yeronga,Brisbane - South,Major Cities,South Brisbane,Griffith,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,307.0,Veh'S Same Direction: Lane Change Left,Lane changes,S,0,1,0,0,1,1,1,0,0,0,0,0
366015,Medical treatment,2019,November,Saturday,14,Sideswipe,Multi-Vehicle,153.021020032838,-27.4841624446653,Brook St,Unknown,,South Brisbane,Brisbane City,4101,West End,South Brisbane,Brisbane,SEQ South,Metropolitan,South Brisbane,Brisbane Inner,Brisbane Inner City,Major Cities,South Brisbane,Griffith,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,308.0,Veh'S Same Direction: Right Turn S/Swipe,Parallel lanes turning,W,0,0,1,0,1,2,0,0,0,0,0,0
